"","from","to"
"18275","58259","58219"
"18276","58219","58111"
"18277","58111","58121"
"18278","58401","58411"
"18279","58411","58341"
"18280","58341","58321"
"18281","58321","58271"
"18282","58271","58281"
"18283","58281","58371"
"18284","58371","58299"
"18285","58299","58241"
"18286","58241","58109"
"18287","58109","58029"
"18288","58029","58019"
"18289","58019","57139"
"18290","57139","57129"
"18291","57129","57119"
"18292","57119","59119"
"18293","59119","59149"
"18294","59149","59073"
"18295","59073","59009"
"18296","59009","59141"
"18297","59141","59111"
"18298","59111","57111"
"18299","57111","57121"
"18300","57121","57131"
"18301","57131","58011"
"18302","58011","58021"
"18303","58021","58101"
"18304","58101","58249"
"18305","58249","58291"
"18306","58291","58379"
"18307","58379","58289"
"18308","58289","58279"
"18309","58279","58329"
"18310","58329","58349"
"18311","58349","58419"
"18312","58419","58409"
"18313","58129","58119"
"18314","58119","58211"
"18315","58211","58251"
"18316","58251","58009"
"18317","58009","58259"
"18318","58259","58219"
"18319","58219","58111"
"18320","58111","58121"
"18321","58401","58411"
"18322","58411","58341"
"18323","58341","58321"
"18324","58321","58271"
"18325","58271","58281"
"18326","58281","58371"
"18327","58371","58299"
"18328","58299","58241"
"18329","58241","58009"
"18330","58009","58291"
"18331","58291","58379"
"18332","58379","58289"
"18333","58289","58279"
"18334","58279","58329"
"18335","58329","58349"
"18336","58349","58419"
"18337","58419","58409"
"18338","58129","58119"
"18339","58119","58211"
"18340","58211","58251"
"18341","58251","58009"
"18342","59009","59073"
"18343","59073","59069"
"18344","59069","59059"
"18345","59059","59049"
"18346","59049","59039"
"18347","59039","59029"
"18348","59029","59019"
"18349","59019","55289"
"18350","68059","68049"
"18351","68049","68039"
"18352","68039","67571"
"18353","67571","67561"
"18354","67561","67551"
"18355","67551","67541"
"18356","67541","67381"
"18357","67381","67391"
"18358","67391","67441"
"18359","67009","67191"
"18360","67191","67171"
"18361","67171","67139"
"18362","67139","67229"
"18363","67229","67239"
"18364","67239","65061"
"18365","68119","68059"
"18366","68059","68049"
"18367","68049","68039"
"18368","68039","68029"
"18369","68029","68019"
"18370","68019","67089"
"18371","67089","67039"
"18372","67039","67029"
"18373","67029","67019"
"18374","67019","55109"
"18375","55109","55089"
"18376","55089","55079"
"18377","55079","55059"
"18378","55059","55049"
"18379","55049","55039"
"18380","55039","55179"
"18381","55179","55189"
"18382","55189","55209"
"18383","55209","54059"
"18384","54059","54049"
"18385","54049","54039"
"18386","54039","54241"
"18387","54241","54009"
"18388","54009","54247"
"18389","54247","54031"
"18390","54031","54041"
"18391","54041","54051"
"18392","54051","55201"
"18393","55201","55181"
"18394","55181","55171"
"18395","55171","55031"
"18396","55031","55041"
"18397","55041","55051"
"18398","55051","55071"
"18399","55071","55081"
"18400","55081","55101"
"18401","55101","67011"
"18402","67011","67021"
"18403","67021","67081"
"18404","67081","68011"
"18405","68011","68021"
"18406","68021","68031"
"18407","68031","68051"
"18408","68051","68111"
"18409","65069","67231"
"18410","67231","67221"
"18411","67221","67131"
"18412","67131","67141"
"18413","67141","67179"
"18414","67179","67199"
"18415","67199","67009"
"18416","59009","59169"
"18417","59169","59179"
"18418","59179","59389"
"18419","59389","59399"
"18420","59399","59409"
"18421","59409","59419"
"18422","59419","59639"
"18423","59639","59579"
"18424","59579","59761"
"18425","59761","59719"
"18426","59719","59439"
"18427","59439","59429"
"18428","59429","59051"
"18429","59051","59339"
"18430","59339","59549"
"18431","59549","59559"
"18432","59559","57079"
"18433","57079","57069"
"18434","57069","57059"
"18435","57059","57049"
"18436","57049","57039"
"18437","57039","57029"
"18438","57029","57019"
"18439","57019","56099"
"18440","56099","56089"
"18441","56089","56079"
"18442","56079","56069"
"18443","56069","56059"
"18444","56059","56049"
"18445","56049","56191"
"18446","56191","56201"
"18447","56201","55129"
"18448","55129","55119"
"18449","55119","54451"
"18450","54451","54461"
"18451","54461","55201"
"18452","55201","55509"
"18453","55509","55509"
"18454","55509","55209"
"18455","55209","54469"
"18456","54469","54459"
"18457","54459","55111"
"18458","55111","55121"
"18459","55121","56209"
"18460","56209","56199"
"18461","56199","56041"
"18462","56041","56051"
"18463","56051","56061"
"18464","56061","56071"
"18465","56071","56081"
"18466","56081","56091"
"18467","56091","57011"
"18468","57011","57021"
"18469","57021","57031"
"18470","57031","57041"
"18471","57041","57051"
"18472","57051","57061"
"18473","57061","57071"
"18474","57071","59551"
"18475","59551","59541"
"18476","59541","59331"
"18477","59331","59059"
"18478","59059","59421"
"18479","59421","59431"
"18480","59431","59711"
"18481","59711","59571"
"18482","59571","59631"
"18483","59631","59411"
"18484","59411","59401"
"18485","59401","59391"
"18486","59391","59381"
"18487","59381","59171"
"18488","59171","59161"
"18489","59161","59009"
"18490","43581","43641"
"18491","43641","43831"
"18492","43831","43491"
"18493","43491","43481"
"18494","43481","43471"
"18495","43471","43401"
"18496","43401","43321"
"18497","43321","43371"
"18498","43371","43699"
"18499","43699","28629"
"18500","28629","28631"
"18501","28631","28641"
"18502","67009","67191"
"18503","67191","67201"
"18504","67201","67211"
"18505","67211","65019"
"18506","65019","64029"
"18507","64029","64429"
"18508","64429","64381"
"18509","64381","64549"
"18510","64549","64249"
"18511","64249","64239"
"18512","64239","64209"
"18513","64209","63071"
"18514","63071","63081"
"18515","63081","63091"
"18516","63091","63101"
"18517","63101","62231"
"18518","62231","62241"
"18519","62241","71051"
"18520","71051","71061"
"18521","71061","71071"
"18522","71071","71081"
"18523","71081","72059"
"18524","72059","72049"
"18525","72049","72039"
"18526","72039","84709"
"18527","84709","84489"
"18528","84489","84459"
"18529","84459","84539"
"18530","84539","84361"
"18531","84361","84309"
"18532","84309","84009"
"18533","84009","84301"
"18534","84301","84369"
"18535","84369","84451"
"18536","84451","84481"
"18537","84481","84701"
"18538","84701","72031"
"18539","72031","72041"
"18540","72041","72051"
"18541","72051","71089"
"18542","71089","71079"
"18543","71079","71069"
"18544","71069","71059"
"18545","71059","62249"
"18546","62249","62239"
"18547","62239","63109"
"18548","63109","63099"
"18549","63099","63089"
"18550","63089","63079"
"18551","63079","64201"
"18552","64201","64231"
"18553","64231","64241"
"18554","64241","64541"
"18555","64541","64389"
"18556","64389","64421"
"18557","64421","64021"
"18558","64021","65011"
"18559","65011","67219"
"18560","67219","67209"
"18561","67209","67199"
"18562","67199","67009"
"18563","77009","77191"
"18564","77191","77201"
"18565","77201","77211"
"18566","77211","77251"
"18567","77251","77261"
"18568","77261","77271"
"18569","77271","77331"
"18570","77331","65191"
"18571","65191","65069"
"18572","65069","65059"
"18573","65059","65049"
"18574","65049","65039"
"18575","65039","65029"
"18576","65029","65019"
"18577","65019","64029"
"18578","64029","64039"
"18579","64039","64369"
"18580","64369","64359"
"18581","64359","64349"
"18582","64349","64411"
"18583","64411","64601"
"18584","64601","64611"
"18585","64611","66499"
"18586","66499","66489"
"18587","66489","66479"
"18588","66479","66459"
"18589","66459","54659"
"18590","54659","54509"
"18591","54509","54499"
"18592","54499","54489"
"18593","54489","54579"
"18594","54579","54589"
"18595","54589","54289"
"18596","54289","54279"
"18597","54279","54269"
"18598","54269","54248"
"18599","54248","54019"
"18600","54019","53169"
"18601","53169","53379"
"18602","53379","53389"
"18603","53389","53399"
"18604","53399","53231"
"18605","53231","53211"
"18606","53211","52021"
"18607","52021","52031"
"18608","52031","52361"
"18609","52361","52279"
"18610","52279","52269"
"18611","52269","52501"
"18612","52501","52009"
"18613","52009","52509"
"18614","52509","52261"
"18615","52261","52271"
"18616","52271","52369"
"18617","52369","52039"
"18618","52039","53219"
"18619","53219","53239"
"18620","53239","53391"
"18621","53391","53381"
"18622","53381","53371"
"18623","53371","53161"
"18624","53161","54011"
"18625","54011","54241"
"18626","54241","54261"
"18627","54261","54271"
"18628","54271","54281"
"18629","54281","54581"
"18630","54581","54571"
"18631","54571","54481"
"18632","54481","54491"
"18633","54491","54501"
"18634","54501","54651"
"18635","54651","66451"
"18636","66451","66461"
"18637","66461","66471"
"18638","66471","66481"
"18639","66481","66491"
"18640","66491","64619"
"18641","64619","64609"
"18642","64609","64419"
"18643","64419","64341"
"18644","64341","64351"
"18645","64351","64361"
"18646","64361","64031"
"18647","64031","64021"
"18648","64021","65011"
"18649","65011","65021"
"18650","65021","65031"
"18651","65031","65041"
"18652","65041","65061"
"18653","65061","65199"
"18654","65199","77339"
"18655","77339","77279"
"18656","77279","77269"
"18657","77269","77259"
"18658","77259","77219"
"18659","77219","77209"
"18660","77209","77199"
"18661","77199","77009"
"18662","58009","58259"
"18663","58259","58219"
"18664","58219","58111"
"18665","58111","58481"
"18666","58481","58491"
"18667","58491","58501"
"18668","58501","58051"
"18669","58051","58061"
"18670","58061","58071"
"18671","58071","58081"
"18672","58081","58091"
"18673","58091","58099"
"18674","58099","58089"
"18675","58089","58079"
"18676","58079","58069"
"18677","58069","58059"
"18678","58059","58509"
"18679","58509","58499"
"18680","58499","58489"
"18681","58489","58119"
"18682","58119","58211"
"18683","58211","58251"
"18684","58251","58009"
"18685","58009","58259"
"18686","58259","58219"
"18687","58219","58111"
"18688","58111","58481"
"18689","58481","58491"
"18690","58491","58501"
"18691","58009","58259"
"18692","58259","58219"
"18693","58219","58331"
"18694","58331","58041"
"18695","58041","58051"
"18696","58051","58511"
"18697","58511","58521"
"18698","58521","58531"
"18699","58531","58541"
"18700","58541","59529"
"18701","59529","59259"
"18702","59259","59099"
"18703","59099","59072"
"18704","59072","59069"
"18705","59069","59619"
"18706","59619","59061"
"18707","59061","59079"
"18708","59079","59091"
"18709","59091","59251"
"18710","59251","59521"
"18711","59521","58549"
"18712","58549","58539"
"18713","58539","58529"
"18714","58529","58519"
"18715","58519","58059"
"18716","58059","58049"
"18717","58049","58339"
"18718","58339","58211"
"18719","58211","58251"
"18720","58251","58009"
"18721","59079","59091"
"18722","59091","59251"
"18723","59251","59521"
"18724","59521","58549"
"18725","58549","58539"
"18726","58009","58259"
"18727","58259","58219"
"18728","58219","58331"
"18729","58331","58041"
"18730","58041","58051"
"18731","58051","58511"
"18732","58511","58521"
"18733","58521","58531"
"18734","58531","58541"
"18735","58541","59529"
"18736","59529","59261"
"18737","59261","59271"
"18738","59271","57129"
"18739","57129","57119"
"18740","57119","59119"
"18741","59119","59149"
"18742","59149","59159"
"18743","59159","59091"
"18744","59091","59251"
"18745","59251","59521"
"18746","59521","58549"
"18747","58549","58539"
"18748","58539","58529"
"18749","58529","58519"
"18750","58519","58059"
"18751","58059","58049"
"18752","58049","58339"
"18753","58339","58211"
"18754","58211","58251"
"18755","58251","58009"
"18756","65069","65059"
"18757","65059","65049"
"18758","65049","65039"
"18759","65039","65029"
"18760","65029","65019"
"18761","65019","64029"
"18762","64029","64039"
"18763","64039","64369"
"18764","64369","64359"
"18765","64359","64349"
"18766","64349","64411"
"18767","64411","64601"
"18768","64601","64611"
"18769","64611","66499"
"18770","66499","66489"
"18771","66489","66479"
"18772","66479","66459"
"18773","66459","54659"
"18774","54659","54509"
"18775","54509","54499"
"18776","54499","54489"
"18777","54489","54579"
"18778","54579","54589"
"18779","54589","54289"
"18780","54289","54279"
"18781","54279","54269"
"18782","54261","54271"
"18783","54271","54281"
"18784","54281","54581"
"18785","54581","54571"
"18786","54571","54481"
"18787","54481","54491"
"18788","54491","54501"
"18789","54501","54651"
"18790","54651","66451"
"18791","66451","66461"
"18792","66461","66471"
"18793","64009","64389"
"18794","64389","64421"
"18795","64421","64021"
"18796","64021","65011"
"18797","65011","67219"
"18798","67219","67209"
"18799","67209","67199"
"18800","67199","67189"
"18801","67189","67249"
"18802","67249","67259"
"18803","67259","65061"
"18804","65061","65199"
"18805","65199","77339"
"18806","77339","77289"
"18807","77289","77239"
"18808","77239","77249"
"18809","77249","78049"
"18810","78049","77019"
"18811","77019","77029"
"18812","77029","77039"
"18813","77039","77171"
"18814","77171","78109"
"18815","78109","78119"
"18816","78119","78129"
"18817","78129","78139"
"18818","78139","78149"
"18819","78149","98109"
"18820","98109","98031"
"18821","98031","98041"
"18822","98041","98231"
"18823","98231","98051"
"18824","98051","98061"
"18825","98061","98071"
"18826","98071","99011"
"18827","99011","99021"
"18828","99021","99031"
"18829","99031","99041"
"18830","99041","99181"
"18831","99181","99171"
"18832","99171","99161"
"18833","99161","95071"
"18834","95091","95131"
"18835","95131","95141"
"18836","95141","95061"
"18837","95061","95051"
"18838","95051","95041"
"18839","95041","95039"
"18840","95039","95049"
"18841","95049","95069"
"18842","95069","95149"
"18843","95149","95139"
"18844","95139","95099"
"18845","95099","95089"
"18846","95089","95079"
"18847","95079","99189"
"18848","99189","99049"
"18849","99049","99039"
"18850","99039","99029"
"18851","99029","99019"
"18852","99019","98079"
"18853","98079","98069"
"18854","98069","98059"
"18855","98059","98239"
"18856","98239","98049"
"18857","98049","98039"
"18858","98039","98101"
"18859","98101","78141"
"18860","78141","78131"
"18861","78131","78121"
"18862","78121","78111"
"18863","78111","78101"
"18864","78101","77179"
"18865","77179","77031"
"18866","77031","77021"
"18867","77021","77011"
"18868","77011","77241"
"18869","77241","77231"
"18870","77231","77281"
"18871","77281","77331"
"18872","77331","65191"
"18873","65191","65069"
"18874","65069","67251"
"18875","67251","67241"
"18876","67241","67181"
"18877","67181","67191"
"18878","67191","67201"
"18879","67201","67211"
"18880","67211","65019"
"18881","65019","64029"
"18882","64029","64429"
"18883","64429","64381"
"18884","64381","64009"
"18885","77289","77239"
"18886","77239","77249"
"18887","77249","78049"
"18888","78049","77019"
"18889","77019","77029"
"18890","77029","77039"
"18891","77039","77171"
"18892","77171","78109"
"18893","78109","78119"
"18894","78119","78129"
"18895","78129","78139"
"18896","78139","78149"
"18897","78149","98109"
"18898","98109","98031"
"18899","98031","98041"
"18900","98041","98231"
"18901","98231","98051"
"18902","98051","98061"
"18903","98061","98071"
"18904","98071","99011"
"18905","99011","99021"
"18906","99021","99031"
"18907","99031","99041"
"18908","99041","99181"
"18909","99181","99171"
"18910","99171","99161"
"18911","99161","95071"
"18912","95091","95131"
"18913","95131","95141"
"18914","95141","95061"
"18915","95061","95051"
"18916","95051","95041"
"18917","95041","95039"
"18918","64009","64389"
"18919","64389","64421"
"18920","64421","64021"
"18921","67219","67209"
"18922","67209","67199"
"18923","67199","67189"
"18924","67189","67249"
"18925","67249","67259"
"18926","67259","65061"
"18927","65061","65199"
"18928","65199","98231"
"18929","98231","98051"
"18930","98051","98061"
"18931","95131","95141"
"18932","95141","95061"
"18933","95061","95051"
"18934","95051","95041"
"18935","95041","95039"
"18936","95039","95049"
"18937","95051","95041"
"18938","95041","95039"
"18939","95039","95049"
"18940","95049","95069"
"18941","95069","95149"
"18942","95149","95139"
"18943","95139","95099"
"18944","98069","98059"
"18945","98059","98239"
"18946","98239","65191"
"18947","65191","65069"
"18948","65069","67251"
"18949","67251","67241"
"18950","67241","67181"
"18951","67181","67191"
"18952","67191","67201"
"18953","67201","67211"
"18954","64029","64429"
"18955","64429","64381"
"18956","64381","64009"
"18957","84009","84031"
"18958","84031","84041"
"18959","84041","84051"
"18960","84051","84061"
"18961","84061","85091"
"18962","85091","85051"
"18963","85051","85061"
"18964","85061","85081"
"18965","85081","85071"
"18966","85071","96101"
"18967","96101","96259"
"18968","96259","96169"
"18969","96169","96269"
"18970","96269","96181"
"18971","96181","96121"
"18972","96121","76101"
"18973","76101","76031"
"18974","76031","76231"
"18975","76231","76241"
"18976","76241","98011"
"18977","98011","98021"
"18978","98021","98031"
"18979","98031","98041"
"18980","98041","98231"
"18981","98231","98051"
"18982","98051","98061"
"18983","98061","98071"
"18984","98071","99011"
"18985","99011","99021"
"18986","99021","99031"
"18987","99031","99041"
"18988","99041","99181"
"18989","99181","99171"
"18990","99171","99161"
"18991","99161","95071"
"18992","95091","95131"
"18993","95131","95131"
"18994","95131","95141"
"18995","95141","95061"
"18996","95061","95051"
"18997","95051","95041"
"18998","95041","95039"
"18999","95039","95049"
"19000","95049","95069"
"19001","95069","95149"
"19002","95149","95139"
"19003","95139","95139"
"19004","95139","95099"
"19005","95099","95089"
"19006","95089","95079"
"19007","95079","99189"
"19008","99189","99049"
"19009","99049","99039"
"19010","99039","99029"
"19011","99029","99019"
"19012","99019","98079"
"19013","98079","98069"
"19014","98069","98059"
"19015","98059","98239"
"19016","98239","98049"
"19017","98049","98039"
"19018","98039","98029"
"19019","98029","98019"
"19020","98019","76249"
"19021","76249","76239"
"19022","76239","76039"
"19023","76039","76109"
"19024","76109","96129"
"19025","96129","96189"
"19026","96189","96261"
"19027","96261","96161"
"19028","96161","96251"
"19029","96251","96109"
"19030","96109","85079"
"19031","85079","85089"
"19032","85089","85069"
"19033","85069","85059"
"19034","85059","85099"
"19035","85099","84069"
"19036","84069","84059"
"19037","84059","84049"
"19038","84049","84039"
"19039","84039","84009"
"19040","52009","52509"
"19041","52509","52329"
"19042","52329","52081"
"19043","52081","60081"
"19044","60081","60211"
"19045","60211","70101"
"19046","70101","70111"
"19047","70111","70121"
"19048","70121","70131"
"19049","70131","70141"
"19050","70141","71011"
"19051","71011","71171"
"19052","71171","71021"
"19053","71021","71031"
"19054","71031","71191"
"19055","71191","71181"
"19056","71181","71041"
"19057","71041","73041"
"19058","73041","73019"
"19059","73019","73049"
"19060","73049","71049"
"19061","71049","71189"
"19062","71029","71179"
"19063","71179","70149"
"19064","70149","70139"
"19065","70139","70129"
"19066","70129","70119"
"19067","70119","70109"
"19068","70109","60219"
"19069","60219","60089"
"19070","60089","52089"
"19071","52089","52321"
"19072","52321","52501"
"19073","52501","52009"
"19074","46009","46281"
"19075","46281","46391"
"19076","46391","46691"
"19077","46691","46689"
"19078","46689","46651"
"19079","46651","46951"
"19080","46951","46969"
"19081","46969","46659"
"19082","46659","46681"
"19083","46681","46699"
"19084","46699","46399"
"19085","46399","46289"
"19086","46289","46009"
"19087","46009","46281"
"19088","46281","46391"
"19089","46391","46691"
"19090","46691","46689"
"19091","46689","46651"
"19092","46651","46951"
"19093","46951","58461"
"19094","58461","58479"
"19095","58479","58449"
"19096","58449","58439"
"19097","58439","46969"
"19098","46969","46659"
"19099","46659","46681"
"19100","46681","46699"
"19101","46699","46399"
"19102","46399","46289"
"19103","46289","46009"
"19104","46009","46631"
"19105","46631","46331"
"19106","46331","46971"
"19107","46971","46981"
"19108","46981","47501"
"19109","47501","47511"
"19110","47511","47521"
"19111","47521","47539"
"19112","47539","46999"
"19113","46999","46989"
"19114","46989","46979"
"19115","46979","46339"
"19116","46339","46639"
"19117","46639","46009"
"19118","46009","46631"
"19119","46631","46331"
"19120","46331","46971"
"19121","46971","46981"
"19122","46981","47501"
"19123","47501","47511"
"19124","47511","47521"
"19125","47521","47491"
"19126","47491","47551"
"19127","47551","47541"
"19128","47541","47591"
"19129","47591","46779"
"19130","46779","47549"
"19131","47549","47559"
"19132","47559","47499"
"19133","47499","47529"
"19134","47529","47509"
"19135","47509","46989"
"19136","46989","46979"
"19137","46979","46339"
"19138","46339","46639"
"19139","46639","46009"
"19140","46009","46271"
"19141","46271","46301"
"19142","46301","46311"
"19143","46311","46249"
"19144","46249","46179"
"19145","46179","46169"
"19146","46169","46159"
"19147","46159","46149"
"19148","46149","46119"
"19149","46119","46069"
"19150","46069","46088"
"19151","46088","46111"
"19152","46111","46141"
"19153","46141","46151"
"19154","46151","46161"
"19155","46161","46171"
"19156","46171","46241"
"19157","46241","46319"
"19158","46319","46309"
"19159","46309","46279"
"19160","46279","46009"
"19161","46009","46271"
"19162","46271","46301"
"19163","46301","46311"
"19164","46311","46249"
"19165","46249","46179"
"19166","46179","46141"
"19167","46141","46151"
"19168","46151","46161"
"19169","46161","46171"
"19170","46171","46241"
"19171","46241","46319"
"19172","46319","46309"
"19173","46309","46279"
"19174","46279","46009"
"19175","46009","46281"
"19176","46281","46391"
"19177","46391","46761"
"19178","46761","46771"
"19179","46771","47599"
"19180","47599","47641"
"19181","47641","47751"
"19182","47751","47651"
"19183","47651","47661"
"19184","47661","47671"
"19185","47671","47681"
"19186","47681","47659"
"19187","47659","47759"
"19188","47759","47649"
"19189","47649","47591"
"19190","47591","46779"
"19191","46779","46769"
"19192","46769","46399"
"19193","46399","46289"
"19194","46289","46009"
"19195","52009","52509"
"19196","52509","52329"
"19197","52329","52081"
"19198","52081","60081"
"19199","60081","60211"
"19200","60211","70101"
"19201","70101","70111"
"19202","70111","70121"
"19203","70121","70131"
"19204","70131","70141"
"19205","70141","71011"
"19206","71011","71171"
"19207","71171","71021"
"19208","71021","71031"
"19209","71031","71191"
"19210","71191","71181"
"19211","71181","71041"
"19212","71041","73041"
"19213","73041","73019"
"19214","73019","73049"
"19215","73049","71049"
"19216","71049","71189"
"19217","11379","11381"
"19218","11381","11181"
"19219","11181","11369"
"19220","11369","18149"
"19221","18149","18051"
"19222","18051","18021"
"19223","18021","18029"
"19224","18029","18069"
"19225","18069","18089"
"19226","18089","18099"
"19227","18099","18081"
"19228","18081","18061"
"19229","18061","18059"
"19230","18059","18141"
"19231","18141","11361"
"19232","11361","11189"
"19233","11189","11389"
"19234","46009","46281"
"19235","46281","46421"
"19236","46421","46411"
"19237","46411","46431"
"19238","46431","46441"
"19239","46441","46261"
"19240","46261","46279"
"19241","46279","46251"
"19242","46251","46449"
"19243","46449","46439"
"19244","46439","46419"
"19245","46419","46429"
"19246","46429","46289"
"19247","46289","46008"
"19248","46008","46559"
"19249","46559","46569"
"19250","46569","46579"
"19251","46579","46589"
"19252","46589","46509"
"19253","46509","46069"
"19254","46069","46088"
"19255","46088","46501"
"19256","46501","46581"
"19257","46581","46571"
"19258","46571","46561"
"19259","46561","46551"
"19260","46551","46009"
"19261","46009","46631"
"19262","46631","46641"
"19263","46641","46661"
"19264","46661","46671"
"19265","46671","46851"
"19266","46851","46861"
"19267","46861","46871"
"19268","46871","47591"
"19269","47591","46779"
"19270","46779","46879"
"19271","46879","46869"
"19272","46869","46859"
"19273","46859","46679"
"19274","46679","46669"
"19275","46669","46649"
"19276","46649","46639"
"19277","46639","46008"
"19278","46008","46321"
"19279","46321","46331"
"19280","46331","46341"
"19281","46341","46351"
"19282","46351","46629"
"19283","46629","46619"
"19284","46619","46361"
"19285","46361","46371"
"19286","46371","46519"
"19287","46519","46509"
"19288","46509","46069"
"19289","46069","46088"
"19290","46088","46501"
"19291","46501","46511"
"19292","46511","46591"
"19293","46591","46379"
"19294","46379","46369"
"19295","46369","46611"
"19296","46611","46621"
"19297","46621","46359"
"19298","46359","46349"
"19299","46349","46339"
"19300","46339","46329"
"19301","46329","46009"
"19302","46009","46631"
"19303","46631","46641"
"19304","46641","46661"
"19305","46661","46671"
"19306","46671","46851"
"19307","46851","46861"
"19308","46861","46871"
"19309","46871","47591"
"19310","47591","46779"
"19311","46779","46879"
"19312","46879","46869"
"19313","46869","46859"
"19314","46859","46679"
"19315","46679","46669"
"19316","46669","46649"
"19317","46649","46639"
"19318","46639","46008"
"19319","46008","46321"
"19320","46321","46331"
"19321","46331","46341"
"19322","46341","46351"
"19323","46351","46629"
"19324","46629","46619"
"19325","46619","46361"
"19326","46361","46371"
"19327","46371","46519"
"19328","46519","46509"
"19329","46509","46069"
"19330","46069","46088"
"19331","46088","46501"
"19332","46501","46511"
"19333","46511","46591"
"19334","46591","46379"
"19335","46379","46369"
"19336","46369","46611"
"19337","46611","46621"
"19338","46621","46359"
"19339","46359","46349"
"19340","46349","46339"
"19341","46339","46329"
"19342","46329","46009"
"19343","46008","46321"
"19344","46321","46331"
"19345","46331","46341"
"19346","46341","46351"
"19347","46351","46629"
"19348","46629","46619"
"19349","46619","45599"
"19350","45599","46379"
"19351","46379","46369"
"19352","46369","46611"
"19353","46611","46621"
"19354","46621","46359"
"19355","46359","46349"
"19356","46349","46339"
"19357","46339","46329"
"19358","46329","46009"
"19359","46009","46281"
"19360","46281","46391"
"19361","46391","46761"
"19362","46761","46771"
"19363","46771","46781"
"19364","46781","46791"
"19365","46791","46811"
"19366","46811","46821"
"19367","46821","46831"
"19368","46831","46841"
"19369","46841","46799"
"19370","46799","46789"
"19371","46789","46779"
"19372","46779","46769"
"19373","46769","46399"
"19374","46399","46289"
"19375","46289","46008"
"19376","46008","46291"
"19377","46291","46199"
"19378","46199","46181"
"19379","46181","46071"
"19380","46071","46011"
"19381","46011","46511"
"19382","46511","46521"
"19383","46521","46579"
"19384","46579","46589"
"19385","46589","46019"
"19386","46019","46079"
"19387","46079","46189"
"19388","46189","46191"
"19389","46191","46299"
"19390","46299","46009"
"19391","46008","46291"
"19392","46291","46199"
"19393","46199","46181"
"19394","46181","46071"
"19395","46071","46011"
"19396","46011","46511"
"19397","46511","46591"
"19398","46591","45591"
"19399","45591","46611"
"19400","46611","46621"
"19401","46621","45581"
"19402","45581","46541"
"19403","46541","46559"
"19404","46559","46569"
"19405","46569","46531"
"19406","46531","45589"
"19407","45589","46629"
"19408","46629","46619"
"19409","46619","45599"
"19410","45599","46519"
"19411","46519","46019"
"19412","46019","46079"
"19413","46079","46189"
"19414","46189","46191"
"19415","46191","46299"
"19416","46299","46009"
"19417","11009","11359"
"19418","11359","11369"
"19419","11369","18149"
"19420","18149","18129"
"19421","18129","15139"
"19422","15139","15181"
"19423","15181","18241"
"19424","18241","18251"
"19425","18251","18261"
"19426","18261","18271"
"19427","18271","18281"
"19428","18281","18289"
"19429","18289","18279"
"19430","18279","18269"
"19431","18269","18249"
"19432","18249","15189"
"19433","15189","15131"
"19434","15131","18121"
"19435","18121","18141"
"19436","18141","11361"
"19437","11361","11351"
"19438","11351","12121"
"19439","12121","12131"
"19440","12131","12141"
"19441","12141","12211"
"19442","12211","12151"
"19443","12151","12031"
"19444","12031","12169"
"19445","12169","12179"
"19446","12179","12199"
"19447","12199","12189"
"19448","12189","12149"
"19449","12149","12139"
"19450","12139","12129"
"19451","12129","11009"
"19452","45009","44631"
"19453","44631","44641"
"19454","44641","44791"
"19455","44791","44801"
"19456","44801","44861"
"19457","44861","44811"
"19458","44811","44821"
"19459","44821","44661"
"19460","44661","44671"
"19461","44671","44601"
"19462","44601","44349"
"19463","44349","44339"
"19464","44339","44329"
"19465","44301","44311"
"19466","44311","44321"
"19467","44321","44331"
"19468","44331","44341"
"19469","44341","44609"
"19470","44609","44679"
"19471","44679","44669"
"19472","44669","44829"
"19473","44829","44819"
"19474","44819","44869"
"19475","44869","44809"
"19476","44809","44799"
"19477","44799","44649"
"19478","44649","44639"
"19479","45009","44631"
"19480","44631","44641"
"19481","44641","44651"
"19482","44651","44661"
"19483","44661","44611"
"19484","44611","44701"
"19485","44701","44691"
"19486","44691","44771"
"19487","44771","44349"
"19488","44349","44339"
"19489","44339","44329"
"19490","44301","44311"
"19491","44311","44321"
"19492","44321","44331"
"19493","44331","44341"
"19494","44341","44779"
"19495","44779","44699"
"19496","44699","44709"
"19497","44709","44619"
"19498","44619","44669"
"19499","44669","44659"
"19500","44659","44649"
"19501","44649","44639"
"19502","46009","46549"
"19503","46549","46539"
"19504","46539","46529"
"19505","46529","46491"
"19506","46491","46381"
"19507","46381","45139"
"19508","45139","45129"
"19509","45129","45141"
"19510","45141","49091"
"19511","49091","49101"
"19512","49101","49111"
"19513","49111","49121"
"19514","49121","49189"
"19515","49189","49179"
"19516","49179","49169"
"19517","49169","49159"
"19518","49159","49149"
"19519","49149","49199"
"19520","49199","49141"
"19521","49141","49151"
"19522","49151","49089"
"19523","49089","45449"
"19524","45449","49079"
"19525","49079","49069"
"19526","49069","49059"
"19527","49059","49049"
"19528","49049","49039"
"19529","49039","49029"
"19530","49029","49019"
"19531","49019","49131"
"19532","49131","45171"
"19533","45171","45161"
"19534","45161","45151"
"19535","45151","45049"
"19536","45049","45039"
"19537","45039","45029"
"19538","45029","44999"
"19539","44999","45019"
"19540","44009","44541"
"19541","44061","45011"
"19542","45011","45021"
"19543","45021","45031"
"19544","45031","45159"
"19545","45159","45169"
"19546","45169","45179"
